epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_dice,val_dice,train_feat_f1,val_feat_f1
23,0.7909181669950486,0.8799939108522314,79.80000000000001,81.33333333333333,0.9368985713255812,0.9386977117532673,0.8719414942264557,0.8243209813770495,0.6216164918329005,0.5573032230926969
24,0.7762828851938248,0.9086079660214876,80.5,78.66666666666666,0.9393376393440495,0.9334002622891511,0.8725610654354096,0.8299232533103541,0.6206856462423026,0.5752169498706895
25,0.7734108600616455,0.922831792580454,80.80000000000001,78.0,0.9403933775978662,0.9254378646045313,0.8789502692222595,0.8252133883927998,0.6311093648010055,0.5714325505754543
26,0.7452914334535599,0.8690381332447654,82.39999999999999,80.0,0.9475887908343591,0.9341350110794555,0.8734264979362488,0.8313634395599365,0.613109024205928,0.5935155573700466
27,0.7522624742984771,0.839422367121044,80.80000000000001,81.33333333333333,0.9447582842279476,0.9371147062813728,0.8803443837165833,0.8206585363337868,0.6239771001272549,0.5976967060965757
28,0.7471184853315354,0.8074513030679602,82.1,81.33333333333333,0.947289715046462,0.9435464432686654,0.8751164300441742,0.8334777449306688,0.648342359498087,0.6054145300682696
29,0.7181255400180817,0.8383664167241046,82.45,82.0,0.9526271316330703,0.9421239768461991,0.8792320899963378,0.827351240735305,0.6435337794644297,0.565056762620719
30,0.7360269237756729,0.8107740188899794,82.15,82.0,0.9502430512217463,0.9435046126712794,0.8793584463596344,0.8335027349622626,0.633530042781436,0.564593257220479
31,0.7116299282312393,0.8151683948541942,83.45,81.33333333333333,0.9554563393574728,0.9428595170261836,0.873963766336441,0.8276982025096291,0.638263832899127,0.5942090748393927
32,0.7294613592624665,0.8295663156007466,82.05,82.0,0.9478575203545406,0.9403495681273459,0.8822975099086762,0.8302297372567026,0.6292975982737593,0.556810919521244
33,0.7055324462652206,0.8377730352313895,83.39999999999999,82.66666666666667,0.952521315966875,0.9410026907249129,0.8869254543781281,0.8332500457763672,0.6288742653287545,0.5893834936811961
34,0.7253985906839371,0.8500041381308907,83.8,81.33333333333333,0.9510327767173191,0.9425798173020395,0.8814717531204224,0.8216361309352674,0.6383533794722649,0.5774953176824222
35,0.6997703886032105,0.7935429176217631,83.5,80.66666666666666,0.9551766588368337,0.9469582372360149,0.8830223336219788,0.8324394477041144,0.6246912509231395,0.5952601849294045
36,0.7095817569494247,0.8154082070840033,83.6,82.0,0.9546529297052683,0.9422829331162664,0.8832751343250275,0.8311814603052641,0.633859574653073,0.5873244416221441
37,0.7117462862730026,0.8008620064509543,83.39999999999999,83.33333333333334,0.9545196661075321,0.947014086736309,0.8809045779705048,0.826254245481993,0.6428346840294208,0.5904080195509231
38,0.687326249241829,0.8176543712615967,84.85000000000001,82.66666666666667,0.9579655796947897,0.9418361371139149,0.8830161464214324,0.8291710081853365,0.6356941648306972,0.60085459052381
39,0.6979221668243408,0.8381560868338535,83.2,82.66666666666667,0.9561350989075126,0.9400994889883778,0.8797446918487549,0.8344572217840898,0.6527404335258825,0.5843772928138253
40,0.7005720672607422,0.7953806543036511,83.39999999999999,81.33333333333333,0.9551350123659956,0.9453173472617916,0.8832132999897003,0.8323237833223844,0.6443146417737748,0.5767582534243769
41,0.7010986332893372,0.815043496458154,83.55,82.0,0.9559061033828637,0.942691629358296,0.8877847926616669,0.8322803503588626,0.619600388740946,0.599862187673822
42,0.694379312992096,0.8352773111117514,84.65,83.33333333333334,0.9564842095219835,0.9393114909781577,0.878504709482193,0.8372831752425746,0.6410092371336953,0.5888540179969217
43,0.681629810333252,0.8794808372070915,83.89999999999999,82.66666666666667,0.9585429642834981,0.9381168317279428,0.8842198281288147,0.8278204265393709,0.639014231348287,0.5607735266200314
44,0.6854807802438736,0.8059773782366201,84.05,82.0,0.9571245210150477,0.9445310450866007,0.8809931740760804,0.832245575754266,0.652333492788601,0.5991236047539226
45,0.7001976200342178,0.8432955145835876,83.8,80.66666666666666,0.9538346195248787,0.9400591281146836,0.8852099301815033,0.8291403933575279,0.6331587716720843,0.5588227647825171
46,0.7153916668891906,0.804891470231508,83.1,83.33333333333334,0.9536710790682937,0.9455675394564285,0.8805968999862671,0.8294371146904794,0.6373034837883136,0.5908547864063588
47,0.6980347076654434,0.7969655378868705,83.95,84.0,0.9558638523006818,0.9471963324741103,0.8847575163841248,0.8324529497246993,0.6393933946686269,0.6052956173332579
48,0.6952414790391922,0.843470595384899,83.05,83.33333333333334,0.9577736403050064,0.9418648532537421,0.882156857252121,0.8254073293585527,0.6292863101466817,0.6126966957869678
49,0.6585052254199981,0.7949157521912926,85.7,83.33333333333334,0.9640262272383179,0.9469638900194456,0.8821407291889191,0.8301631525943154,0.6551545835657291,0.6040530003011672
50,0.7015279220342636,0.825365424156189,84.39999999999999,82.0,0.9564429432176486,0.9409972640528196,0.8827909467220306,0.8293261339789942,0.6191102791944898,0.5923555130618843
